Lexus RX,$ 30 000,"2015 г., 3.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 60 000 км",https://im.mashina.kg/tachka/images//2/a/9/2a9325eff484f4066132ac66fdd0b2c8_240x180.jpg
Mercedes-Benz E-класс,$ 11 900,"2002 г., 5 л., автомат,седан, бензин,руль слева, 200 000 км",https://im.mashina.kg/tachka/images//b/5/1/b513800b5de0a0f9316d15b6020c88ce_240x180.jpg
Honda Legend,$ 8 800,"2004 г., 3.5 л., автомат,седан, бензин,руль справа, 180 000 км",https://im.mashina.kg/tachka/images//b/9/d/b9dfc33a9f8cf59d1b7c98321a791efa_240x180.jpg
Kia Sorento,$ 30 000,"2016 г., 2.2 л., автомат,внедорожник 5 дв., дизель,руль слева, 90 000 км",https://im.mashina.kg/tachka/images//a/a/1/aa1cd60a18fad91515ff92ddd8599192_240x180.jpg
Kia Sorento,$ 28 000,"2016 г., 2.2 л., автомат,внедорожник 5 дв., дизель,руль слева, 84 000 км",https://im.mashina.kg/tachka/images//d/3/9/d399f1e694b95d75ad4797dee0cfcdb1_240x180.jpg
Lexus GX,$ 53 000,"2015 г., 4.6 л., автомат,внедорожник 5 дв., бензин,руль слева, 180 000 км",https://im.mashina.kg/tachka/images//f/b/0/fb01e6028fc79e447a67b631a6cd3b7a_240x180.jpg
Mercedes-Benz E-класс,$ 10 500,"2009 г., 2.1 л., автомат,седан, дизель,руль слева, 1 000 км",https://im.mashina.kg/tachka/images//e/2/0/e208cdf17dc7228693c2acfb53826688_240x180.jpg
Hyundai Santa Fe,$ 21 800,"2016 г., 2 л., автомат,внедорожник 5 дв., дизель,руль слева, 128 000 км",https://im.mashina.kg/tachka/images//1/b/9/1b9bcd1a6ce85b974ce9226c99411f7d_240x180.jpg
Lexus RX,$ 58 000,"2017 г., 3.5 л., вариатор,внедорожник 5 дв., гибрид,руль слева, 100 000 км",https://im.mashina.kg/tachka/images//7/8/b/78b206f0006ee280922a3d59e6ace78e_240x180.jpg
Toyota 4Runner,$ 43 500,"2017 г., 4 л., автомат,внедорожник 5 дв., бензин,руль слева, 83 000 км",https://im.mashina.kg/tachka/images//1/4/b/14b4c5765c48f25f430097143e2d1c55_240x180.jpg
Toyota Camry,$ 12 800,"2005 г., 3 л., автомат,седан, бензин,руль слева, 180 000 км",https://im.mashina.kg/tachka/images//f/a/9/fa942d4346a596cc8018e37af45c120a_240x180.jpg
BMW X7,$ 110 000,"2021 г., 3 л., автомат,внедорожник 5 дв., бензин,руль слева, 64 374 км",https://im.mashina.kg/tachka/images//3/3/c/33c08a8ee94c1649e24a8b4e0fcff0c7_240x180.jpg
Lexus ES,$ 24 500,"2014 г., 2.5 л., вариатор,седан, гибрид,руль слева, 176 000 км",https://im.mashina.kg/tachka/images//0/c/8/0c8f3a71b36de9093a2a036577e5fdcc_240x180.jpg
Mercedes-Benz E-класс,$ 7 200,"2001 г., 3.2 л., автомат,седан, бензин,руль слева, 234 000 км",https://im.mashina.kg/tachka/images//3/a/3/3a378f73d70df76f56aa2feeab6c3564_240x180.jpg
Kia Picanto,$ 4 614,"2004 г., 1.1 л., механика,хэтчбек 5 дв., бензин,руль слева, 180 000 км",https://im.mashina.kg/tachka/images//f/a/f/faf862a144c2c0d0eaeabc0c57929345_240x180.jpg
Kia K5 II Седан,$ 18 500,"2016 г., 2 л., автомат,седан, бензин,руль слева, 91 300 км",https://im.mashina.kg/tachka/images//1/8/0/1800e2a53ac5f762c38f0ec38f927391_240x180.jpg
Volkswagen ID.4,$ 33 000,"2021 г., автомат,внедорожник 5 дв., электро,руль слева, 24 000 км",https://im.mashina.kg/tachka/images//a/8/4/a844bd26ca6d7e66959a543e6269a3c6_240x180.jpg
BMW 7 Серия,$ 12 500,"2003 г., 3 л., автомат,седан, дизель,руль слева, 300 000 км",https://im.mashina.kg/tachka/images//a/d/c/adccaf3d0cae0c22e30a0015c207a003_240x180.jpg
Honda HR-V,$ 20 000,"2017 г., 1.8 л., вариатор,внедорожник 5 дв., бензин,руль слева, 70 811 км",https://im.mashina.kg/tachka/images//3/c/7/3c7695d4fdf98e848afc5619dd04ad3c_240x180.jpg
Infiniti FX,$ 8 500,"2004 г., 3.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 150 000 км",https://im.mashina.kg/tachka/images//1/8/f/18f8de8a5c7963b22a202fdd81c96c4f_240x180.jpg
Lexus RX,$ 30 000,"2015 г., 3.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 60 000 км",https://im.mashina.kg/tachka/images//2/a/9/2a9325eff484f4066132ac66fdd0b2c8_240x180.jpg
Mercedes-Benz E-класс,$ 11 900,"2002 г., 5 л., автомат,седан, бензин,руль слева, 200 000 км",https://im.mashina.kg/tachka/images//b/5/1/b513800b5de0a0f9316d15b6020c88ce_240x180.jpg
Honda Legend,$ 8 800,"2004 г., 3.5 л., автомат,седан, бензин,руль справа, 180 000 км",https://im.mashina.kg/tachka/images//b/9/d/b9dfc33a9f8cf59d1b7c98321a791efa_240x180.jpg
Kia Sorento,$ 30 000,"2016 г., 2.2 л., автомат,внедорожник 5 дв., дизель,руль слева, 90 000 км",https://im.mashina.kg/tachka/images//a/a/1/aa1cd60a18fad91515ff92ddd8599192_240x180.jpg
Kia Sorento,$ 28 000,"2016 г., 2.2 л., автомат,внедорожник 5 дв., дизель,руль слева, 84 000 км",https://im.mashina.kg/tachka/images//d/3/9/d399f1e694b95d75ad4797dee0cfcdb1_240x180.jpg
Lexus GX,$ 53 000,"2015 г., 4.6 л., автомат,внедорожник 5 дв., бензин,руль слева, 180 000 км",https://im.mashina.kg/tachka/images//f/b/0/fb01e6028fc79e447a67b631a6cd3b7a_240x180.jpg
Chevrolet Malibu,$ 12 300,"2016 г., 1.5 л., автомат,седан, бензин,руль слева, 111 700 км",https://im.mashina.kg/tachka/images//c/d/b/cdb5a10732f79a582605b94c75455c64_240x180.jpg
Mercedes-Benz C-Класс AMG,$ 64 000,"2022 г., 3 л., автомат,купе, бензин,руль слева, 7 292 км",https://im.mashina.kg/tachka/images//0/4/0/0402edad7c6b28785468c37c2b82448b_240x180.jpg
Mercedes-Benz S-класс,$ 191 000,"2021 г., 4 л., автомат,седан, бензин,руль слева, 6 913 км",https://im.mashina.kg/tachka/images//9/5/b/95b2c8bf60b18cfc1f11f5423cc33153_240x180.jpg
Land Rover Range Rover Evoque,$ 57 000,"2021 г., 2 л., автомат,внедорожник 5 дв., бензин,руль слева, 22 425 км",https://im.mashina.kg/tachka/images//e/d/9/ed9a2477e8ec1923763b196f25ff85df_240x180.jpg
Hyundai Palisade,$ 61 000,"2021 г., 3.8 л., автомат,внедорожник 5 дв., бензин,руль слева, 38 700 км",https://im.mashina.kg/tachka/images//3/7/7/3777ae1d0e158729e4541de8ad18cc63_240x180.jpg
Toyota Avalon,$ 23 500,"2017 г., 2.5 л., вариатор,седан, гибрид,руль слева, 144 000 км",https://im.mashina.kg/tachka/images//3/1/b/31b3fca410dfd79854a4b326c6f892b4_240x180.jpg
Suzuki Grand Vitara,$ 13 000,"2008 г., 2.4 л., автомат,внедорожник 5 дв., бензин,руль слева, 150 000 км",https://im.mashina.kg/tachka/images//c/a/c/cacfc56cc37d31d17e887acfd6858782_240x180.jpg
Toyota Corolla,$ 13 000,"2018 г., 1.6 л., механика,седан, бензин,руль слева, 100 000 км",https://im.mashina.kg/tachka/images//9/4/e/94ed92d91ae03eb6a8e0273d177e6db3_240x180.jpg
Toyota Harrier,$ 11 000,"2004 г., 3 л., автомат,внедорожник 5 дв., бензин,руль справа, 243 000 км",https://im.mashina.kg/tachka/images//3/7/8/378e4726b1b861a3daeb991596daecdd_240x180.jpg
Kia K7,$ 24 000,"2016 г., 2.4 л., автомат,седан, бензин,руль слева, 142 000 км",https://im.mashina.kg/tachka/images//1/d/1/1d1c8e43a2afc4969ee26eea75f39df8_240x180.jpg
Cadillac Escalade,$ 175 000,"2021 г., 6.2 л., автомат,внедорожник 5 дв., бензин,руль слева, 11 000 км",https://im.mashina.kg/tachka/images//f/a/c/facddad56faf540f2c2837a9b9afd95e_240x180.jpg
Toyota Camry,$ 18 500,"2015 г., 2.5 л., автомат,седан, бензин,руль слева, 150 000 км",https://im.mashina.kg/tachka/images//e/3/6/e36f46d318efee4c7fd8521b59c36867_240x180.jpg
Land Rover Range Rover Sport,$ 51 500,"2017 г., 3 л., автомат,внедорожник 5 дв., бензин,руль слева, 57 000 км",https://im.mashina.kg/tachka/images//c/0/f/c0f5f03bf44106e6cfb93161f1396fa6_240x180.jpg
Honda CR-V,$ 22 500,"2016 г., 2.4 л., вариатор,внедорожник 5 дв., бензин,руль слева, 104 000 км",https://im.mashina.kg/tachka/images//8/d/2/8d282ec5914ca9abd9355757137f42fa_240x180.jpg
Land Rover Range Rover Sport,$ 78 000,"2018 г., 3 л., автомат,внедорожник 5 дв., дизель,руль слева, 60 000 км",https://im.mashina.kg/tachka/images//f/0/4/f04bf43977ab84970ac71d2269eb931e_240x180.jpg
BMW 7 Серия,$ 65 000,"2016 г., 4.4 л., автомат,седан, бензин,руль слева, 52 000 км",https://im.mashina.kg/tachka/images//4/8/0/480872bd60de4f88b78266b04f7c8822_240x180.jpg
BMW 3 Серия,$ 36 800,"2018 г., 3 л., автомат,седан, бензин,руль слева, 46 000 км",https://im.mashina.kg/tachka/images//1/8/9/189c1fb5890ec4e03fd3de0c41667fe5_240x180.jpg
BMW X5 M,$ 63 000,"2016 г., 4.4 л., автомат,внедорожник 5 дв., бензин,руль слева, 91 000 км",https://im.mashina.kg/tachka/images//2/4/1/2415fb2cde09601f34db44a34654c7c6_240x180.jpg
Kia Sorento,$ 25 500,"2016 г., 2.2 л., автомат,внедорожник 5 дв., дизель,руль слева, 100 000 км",https://im.mashina.kg/tachka/images//6/d/e/6de00bdcaa2622365e7c42aaaf5debea_240x180.jpg
Nissan 300ZX,$ 11 000,"1995 г., 3 л., автомат,купе, бензин,руль справа, 170 000 км",https://im.mashina.kg/tachka/images//7/7/7/7770df43c7f51770819dfa4aa9b60c06_240x180.jpg
Chevrolet Malibu,$ 12 300,"2016 г., 1.5 л., автомат,седан, бензин,руль слева, 111 700 км",https://im.mashina.kg/tachka/images//c/d/b/cdb5a10732f79a582605b94c75455c64_240x180.jpg
Mercedes-Benz C-Класс AMG,$ 64 000,"2022 г., 3 л., автомат,купе, бензин,руль слева, 7 292 км",https://im.mashina.kg/tachka/images//0/4/0/0402edad7c6b28785468c37c2b82448b_240x180.jpg
Mercedes-Benz S-класс,$ 191 000,"2021 г., 4 л., автомат,седан, бензин,руль слева, 6 913 км",https://im.mashina.kg/tachka/images//9/5/b/95b2c8bf60b18cfc1f11f5423cc33153_240x180.jpg
Land Rover Range Rover Evoque,$ 57 000,"2021 г., 2 л., автомат,внедорожник 5 дв., бензин,руль слева, 22 425 км",https://im.mashina.kg/tachka/images//e/d/9/ed9a2477e8ec1923763b196f25ff85df_240x180.jpg
Hyundai Palisade,$ 61 000,"2021 г., 3.8 л., автомат,внедорожник 5 дв., бензин,руль слева, 38 700 км",https://im.mashina.kg/tachka/images//3/7/7/3777ae1d0e158729e4541de8ad18cc63_240x180.jpg
Toyota Avalon,$ 23 500,"2017 г., 2.5 л., вариатор,седан, гибрид,руль слева, 144 000 км",https://im.mashina.kg/tachka/images//3/1/b/31b3fca410dfd79854a4b326c6f892b4_240x180.jpg
Suzuki Grand Vitara,$ 13 000,"2008 г., 2.4 л., автомат,внедорожник 5 дв., бензин,руль слева, 150 000 км",https://im.mashina.kg/tachka/images//c/a/c/cacfc56cc37d31d17e887acfd6858782_240x180.jpg
Toyota Corolla,$ 13 000,"2018 г., 1.6 л., механика,седан, бензин,руль слева, 100 000 км",https://im.mashina.kg/tachka/images//9/4/e/94ed92d91ae03eb6a8e0273d177e6db3_240x180.jpg
Toyota Harrier,$ 11 000,"2004 г., 3 л., автомат,внедорожник 5 дв., бензин,руль справа, 243 000 км",https://im.mashina.kg/tachka/images//3/7/8/378e4726b1b861a3daeb991596daecdd_240x180.jpg
Kia K7,$ 24 000,"2016 г., 2.4 л., автомат,седан, бензин,руль слева, 142 000 км",https://im.mashina.kg/tachka/images//1/d/1/1d1c8e43a2afc4969ee26eea75f39df8_240x180.jpg
Cadillac Escalade,$ 175 000,"2021 г., 6.2 л., автомат,внедорожник 5 дв., бензин,руль слева, 11 000 км",https://im.mashina.kg/tachka/images//f/a/c/facddad56faf540f2c2837a9b9afd95e_240x180.jpg
Toyota Camry,$ 18 500,"2015 г., 2.5 л., автомат,седан, бензин,руль слева, 150 000 км",https://im.mashina.kg/tachka/images//e/3/6/e36f46d318efee4c7fd8521b59c36867_240x180.jpg
Land Rover Range Rover Sport,$ 51 500,"2017 г., 3 л., автомат,внедорожник 5 дв., бензин,руль слева, 57 000 км",https://im.mashina.kg/tachka/images//c/0/f/c0f5f03bf44106e6cfb93161f1396fa6_240x180.jpg
Honda CR-V,$ 22 500,"2016 г., 2.4 л., вариатор,внедорожник 5 дв., бензин,руль слева, 104 000 км",https://im.mashina.kg/tachka/images//8/d/2/8d282ec5914ca9abd9355757137f42fa_240x180.jpg
Land Rover Range Rover Sport,$ 78 000,"2018 г., 3 л., автомат,внедорожник 5 дв., дизель,руль слева, 60 000 км",https://im.mashina.kg/tachka/images//f/0/4/f04bf43977ab84970ac71d2269eb931e_240x180.jpg
BMW 7 Серия,$ 65 000,"2016 г., 4.4 л., автомат,седан, бензин,руль слева, 52 000 км",https://im.mashina.kg/tachka/images//4/8/0/480872bd60de4f88b78266b04f7c8822_240x180.jpg
BMW 3 Серия,$ 36 800,"2018 г., 3 л., автомат,седан, бензин,руль слева, 46 000 км",https://im.mashina.kg/tachka/images//1/8/9/189c1fb5890ec4e03fd3de0c41667fe5_240x180.jpg
BMW X5 M,$ 63 000,"2016 г., 4.4 л., автомат,внедорожник 5 дв., бензин,руль слева, 91 000 км",https://im.mashina.kg/tachka/images//2/4/1/2415fb2cde09601f34db44a34654c7c6_240x180.jpg
Kia Sorento,$ 25 500,"2016 г., 2.2 л., автомат,внедорожник 5 дв., дизель,руль слева, 100 000 км",https://im.mashina.kg/tachka/images//6/d/e/6de00bdcaa2622365e7c42aaaf5debea_240x180.jpg
Nissan 300ZX,$ 11 000,"1995 г., 3 л., автомат,купе, бензин,руль справа, 170 000 км",https://im.mashina.kg/tachka/images//7/7/7/7770df43c7f51770819dfa4aa9b60c06_240x180.jpg
Toyota Camry,$ 26 800,"2019 г., 2.5 л., автомат,седан, бензин,руль слева, 32 000 км",https://im.mashina.kg/tachka/images//5/c/6/5c61c526d72248b00c61ea72cfbc70d4_240x180.jpg
Toyota Camry,$ 24 900,"2018 г., 2.5 л., автомат,седан, бензин,руль слева, 43 000 км",https://im.mashina.kg/tachka/images//4/b/c/4bcca9c534847b82cc477b7fde0da68c_240x180.jpg
Toyota RAV4,$ 21 900,"2017 г., 2.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 160 934 км",https://im.mashina.kg/tachka/images//7/0/5/705f3376ebcf19176cf97f27954b3046_240x180.jpg
Kia Sorento,$ 29 400,"2017 г., 2 л., автомат,внедорожник 5 дв., дизель,руль слева, 134 000 км",https://im.mashina.kg/tachka/images//2/d/4/2d4ab11532eb3ce1c42ab0b35be0c7f3_240x180.jpg
Toyota Prius,$ 14 500,"2014 г., 1.8 л., автомат,хэтчбек 5 дв., гибрид,руль слева, 270 000 км",https://im.mashina.kg/tachka/images//8/2/8/8288162f3a9eaca80ce54e5023af6625_240x180.jpg
Toyota Land Cruiser,$ 135 000,"2021 г., 3.4 л., автомат,внедорожник 5 дв., бензин,руль слева, 15 000 км",https://im.mashina.kg/tachka/images//6/a/d/6ad285827759d671ce45464b95a38738_240x180.jpg
Mercedes-Benz E-класс,$ 9 500,"2002 г., 3.2 л., автомат,седан, бензин,руль слева, 209 417 км",https://im.mashina.kg/tachka/images//9/2/c/92cb101179e7195f7dff81acfa33a9b8_240x180.jpg
Hyundai Tucson,$ 18 800,"2016 г., 2 л., автомат,внедорожник 5 дв., бензин,руль слева, 142 000 км",https://im.mashina.kg/tachka/images//5/a/b/5ab3e1b484eb58f763aa8a2bf515593c_240x180.jpg
Toyota RAV4,$ 13 400,"2006 г., 3.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 134 000 км",https://im.mashina.kg/tachka/images//2/e/4/2e4c9c1ab69d163fad2880e14148bb90_240x180.jpg
Toyota Camry,$ 23 700,"2017 г., 2.5 л., автомат,седан, бензин,руль слева, 120 000 км",https://im.mashina.kg/tachka/images//c/b/4/cb427951212403a96998267c203a30b1_240x180.jpg
Mercedes-Benz CLS,$ 13 900,"2005 г., 5 л., автомат,седан, бензин,руль слева, 142 000 км",https://im.mashina.kg/tachka/images//f/7/4/f7439782f8d65f2ef80b1b08e7263895_240x180.jpg
Toyota Camry,$ 28 200,"2021 г., 2.5 л., автомат,седан, бензин,руль слева, 1 км",https://im.mashina.kg/tachka/images//e/1/e/e1e8a03bce7094ce7acc7b27b656cdfb_240x180.jpg
Ravon Nexia R3,$ 7 850,"2017 г., 1.5 л., механика,седан, бензин,руль слева, 52 604 км",https://im.mashina.kg/tachka/images//8/b/6/8b66b52431fcbba26afd11c9e19ed517_240x180.jpg
Lexus RX,$ 53 500,"2017 г., 3.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 106 000 км",https://im.mashina.kg/tachka/images//9/1/9/9190cd117f7c0d9534b57f2fc5475f28_240x180.jpg
Toyota Highlander,$ 38 000,"2018 г., 3.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 38 500 км",https://im.mashina.kg/tachka/images//b/9/6/b96852402db03246e854eb4ac3b10faa_240x180.jpg
Toyota Sequoia,$ 14 000,"2003 г., 4.7 л., автомат,внедорожник 5 дв., бензин,руль слева, 251 500 км",https://im.mashina.kg/tachka/images//2/7/4/2744c9a140c7f4f2c494fe838890eb18_240x180.jpg
Lexus ES,$ 33 600,"2016 г., 2.5 л., вариатор,седан, гибрид,руль слева, 146 128 км",https://im.mashina.kg/tachka/images//f/e/8/fe8430b5768b787370177636293dc36a_240x180.jpg
Subaru Forester,$ 6 400,"2003 г., 2 л., автомат,универсал, бензин,руль справа, 300 000 км",https://im.mashina.kg/tachka/images//e/8/6/e8651ef60debcfe289254a42aed1a0bc_240x180.jpg
Toyota Camry,$ 26 500,"2017 г., 2.5 л., автомат,седан, бензин,руль слева, 94 000 км",https://im.mashina.kg/tachka/images//e/5/e/e5ea8fb048f1bd235e637c3e7bb92bcb_240x180.jpg
Kia Sportage,$ 42 500,"2022 г., 1.6 л., робот,внедорожник 5 дв., бензин,руль слева, 30 км",https://im.mashina.kg/tachka/images//3/9/0/390392d603e1cc4ac78730f3dadd8410_240x180.jpg
Toyota Camry,$ 26 800,"2019 г., 2.5 л., автомат,седан, бензин,руль слева, 32 000 км",https://im.mashina.kg/tachka/images//5/c/6/5c61c526d72248b00c61ea72cfbc70d4_240x180.jpg
Toyota Camry,$ 24 900,"2018 г., 2.5 л., автомат,седан, бензин,руль слева, 43 000 км",https://im.mashina.kg/tachka/images//4/b/c/4bcca9c534847b82cc477b7fde0da68c_240x180.jpg
Toyota RAV4,$ 21 900,"2017 г., 2.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 160 934 км",https://im.mashina.kg/tachka/images//7/0/5/705f3376ebcf19176cf97f27954b3046_240x180.jpg
Kia Sorento,$ 29 400,"2017 г., 2 л., автомат,внедорожник 5 дв., дизель,руль слева, 134 000 км",https://im.mashina.kg/tachka/images//2/d/4/2d4ab11532eb3ce1c42ab0b35be0c7f3_240x180.jpg
Toyota Prius,$ 14 500,"2014 г., 1.8 л., автомат,хэтчбек 5 дв., гибрид,руль слева, 270 000 км",https://im.mashina.kg/tachka/images//8/2/8/8288162f3a9eaca80ce54e5023af6625_240x180.jpg
Toyota Land Cruiser,$ 135 000,"2021 г., 3.4 л., автомат,внедорожник 5 дв., бензин,руль слева, 15 000 км",https://im.mashina.kg/tachka/images//6/a/d/6ad285827759d671ce45464b95a38738_240x180.jpg
Mercedes-Benz E-класс,$ 9 500,"2002 г., 3.2 л., автомат,седан, бензин,руль слева, 209 417 км",https://im.mashina.kg/tachka/images//9/2/c/92cb101179e7195f7dff81acfa33a9b8_240x180.jpg
Hyundai Tucson,$ 18 800,"2016 г., 2 л., автомат,внедорожник 5 дв., бензин,руль слева, 142 000 км",https://im.mashina.kg/tachka/images//5/a/b/5ab3e1b484eb58f763aa8a2bf515593c_240x180.jpg
Toyota RAV4,$ 13 400,"2006 г., 3.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 134 000 км",https://im.mashina.kg/tachka/images//2/e/4/2e4c9c1ab69d163fad2880e14148bb90_240x180.jpg
Toyota Camry,$ 23 700,"2017 г., 2.5 л., автомат,седан, бензин,руль слева, 120 000 км",https://im.mashina.kg/tachka/images//c/b/4/cb427951212403a96998267c203a30b1_240x180.jpg
Mercedes-Benz CLS,$ 13 900,"2005 г., 5 л., автомат,седан, бензин,руль слева, 142 000 км",https://im.mashina.kg/tachka/images//f/7/4/f7439782f8d65f2ef80b1b08e7263895_240x180.jpg
Toyota Camry,$ 28 200,"2021 г., 2.5 л., автомат,седан, бензин,руль слева, 1 км",https://im.mashina.kg/tachka/images//e/1/e/e1e8a03bce7094ce7acc7b27b656cdfb_240x180.jpg
Ravon Nexia R3,$ 7 850,"2017 г., 1.5 л., механика,седан, бензин,руль слева, 52 604 км",https://im.mashina.kg/tachka/images//8/b/6/8b66b52431fcbba26afd11c9e19ed517_240x180.jpg
Lexus RX,$ 53 500,"2017 г., 3.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 106 000 км",https://im.mashina.kg/tachka/images//9/1/9/9190cd117f7c0d9534b57f2fc5475f28_240x180.jpg
Toyota Highlander,$ 38 000,"2018 г., 3.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 38 500 км",https://im.mashina.kg/tachka/images//b/9/6/b96852402db03246e854eb4ac3b10faa_240x180.jpg
Toyota Sequoia,$ 14 000,"2003 г., 4.7 л., автомат,внедорожник 5 дв., бензин,руль слева, 251 500 км",https://im.mashina.kg/tachka/images//2/7/4/2744c9a140c7f4f2c494fe838890eb18_240x180.jpg
Lexus ES,$ 33 600,"2016 г., 2.5 л., вариатор,седан, гибрид,руль слева, 146 128 км",https://im.mashina.kg/tachka/images//f/e/8/fe8430b5768b787370177636293dc36a_240x180.jpg
Subaru Forester,$ 6 400,"2003 г., 2 л., автомат,универсал, бензин,руль справа, 300 000 км",https://im.mashina.kg/tachka/images//e/8/6/e8651ef60debcfe289254a42aed1a0bc_240x180.jpg
Toyota Camry,$ 26 500,"2017 г., 2.5 л., автомат,седан, бензин,руль слева, 94 000 км",https://im.mashina.kg/tachka/images//e/5/e/e5ea8fb048f1bd235e637c3e7bb92bcb_240x180.jpg
Kia Sportage,$ 42 500,"2022 г., 1.6 л., робот,внедорожник 5 дв., бензин,руль слева, 30 км",https://im.mashina.kg/tachka/images//3/9/0/390392d603e1cc4ac78730f3dadd8410_240x180.jpg
Toyota Camry,$ 25 900,"2018 г., 2.5 л., автомат,седан, бензин,руль слева, 65 000 км",https://im.mashina.kg/tachka/images//2/e/c/2ec622b1ec9cefae19dbf49271378bf6_240x180.jpg
Toyota Camry,$ 23 500,"2018 г., 2.5 л., автомат,седан, бензин,руль слева, 97 000 км",https://im.mashina.kg/tachka/images//5/a/a/5aa08e825f757c8dcd0d135afe6231f7_240x180.jpg
Toyota Highlander,$ 45 000,"2018 г., 3.5 л., автомат,внедорожник 5 дв., бензин,руль слева, 46 000 км",https://im.mashina.kg/tachka/images//9/a/9/9a900212208f61fae794765bb1e0a1c9_240x180.jpg
Lexus LX,$ 62 500,"2013 г., 5.7 л., автомат,внедорожник 5 дв., бензин,руль слева, 145 000 км",https://im.mashina.kg/tachka/images//f/5/a/f5a683784fd257b7ba8563f68c712fc5_240x180.jpg
BMW 5 Серия,$ 45 000,"2018 г., 2 л., автомат,седан, бензин,руль слева, 41 000 км",https://im.mashina.kg/tachka/images//2/6/c/26ca2e30116ff2d03d1f278c9a5eaed4_240x180.jpg
Lexus RX,$ 48 000,"2017 г., 3.5 л., вариатор,внедорожник 5 дв., гибрид,руль слева, 58 105 км",https://im.mashina.kg/tachka/images//0/4/3/043617fe54cde7070faf10c98807d552_240x180.jpg
Kia Sorento,$ 30 000,"2018 г., 2.2 л., автомат,внедорожник 5 дв., дизель,руль слева, 182 000 км",https://im.mashina.kg/tachka/images//8/2/e/82e8407f867c20a8ca1050f6deade94f_240x180.jpg
